,url,title,address,datePosted,price,propertyType,bedrooms,bathrooms,description,utilities,parking,aggreementType,petFriendly,size,furnished,appliances,a/c,outdoorSpace,amenities
1212,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/for-rent/1692621011,For Rent,"6849 Golden Hills Way, Mississauga, ON L5W 1P3",2024-05-05T15:44:17.000Z,"$2,200",Basement,Bedrooms: 2,Bathrooms: 1,"2 bedroom Basement apartment available for rent Jun 1-2024 near Derry and McLaughlin.
Mississauga Ont.
 ⁃ Very Spacious with new appliances
 ⁃ 2 bedroom with full washroom and a separate kitchen.
 ⁃ Laundry is shared
 ⁃ Utilities are included
 ⁃ Walking distance to bus stop (Miway Route 66)
 ⁃ Separate entrance and the stairs are covered with a canopy (perfect for winter time)
We are looking for a respectable and responsible working couple professional - NO pets and NO smoking/drinking.
REQUIREMENTS:
 1. First & Last months' rent
 2. Proof of employment (i.e. Job
 3. letter stating duration of employment, salary of employment and 2 recent paystubs).
 4. ID's - 2 pieces of ID (Driver's license, Health card)
 5. Previous landlord references",['Not Included'],1,1 Year,Limited,800,No,[],Yes,,[]
1213,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-legal-basement-apartment/1692619382,2 Bedroom Legal Basement Apartment,"Brampton, ON L7A 0T5",2024-05-05T15:27:53.000Z,"$2,000",Basement,Bedrooms: 2,Bathrooms: 1,"$2000/month plus 35% utilities.
In Brampton, near Mount Pleasant GO station. Main intersection is Mississauga Road and Bovaird.",['Not Included'],1,1 Year,No,900,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
1214,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/two-bedroom-one-washroom-condo-for-rent-in-oakville/1692616011,"Two Bedroom , One Washroom - Condo for rent in Oakville","335 Wheat Boom Dr., Oakville, ON L6H 7C2",2024-05-05T14:52:51.000Z,"$2,499",Condo,Bedrooms: 2,Bathrooms: 1,"-High floor, Brand new, stylish Two-bedroom, One Washroom condo unit in prime Oakville location.(Dundas/Trafalgar)
-The kitchen features modern woodgrain cabinetry, quartz counters, and stainless steel appliances.
-Approx 700 sq ft of living space, balcony, stainless steel appliances, ensuite laundry, Jack n Jill washroom.
-This Unit comes with a Smart Home Package, which includes an in-suite digital wall pad, biometric keyless suite entry and automatic garage entry.
-Located in a brand new building with top-notch amenities, including a concierge, party room, Gym, and rooftop terrace with BBQ
-Walking distance to Longos, restaurants, Walmart, transit, banks, Wine Rack, and more.
-One parking spot included very near to the elevator.
-Features stainless steel appliances, ensuite laundry, large walk-in closet, and stone countertops.
-Perfect blend of comfort and convenience in a modern condo unit.
- Bell high-speed internet is included in the rent
- exposure and view is very clear.
Two Bedroom , One Washroom - Condo for rent in Oakville","['No: Hydro', 'Yes: Heat', 'No: Water', 'No: Water']",1,1 Year,Limited,850,No,"['Laundry (In Unit)', '', 'Dishwasher', '']",Yes,Balcony,"['Gym', '', '', '', '', '', '']"
1215,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/apartment-for-rent/1692615421,Apartment for rent,"360 Square One Dr, Mississauga, ON L5B 0G7",2024-05-05T14:46:02.000Z,"$2,600",Condo,Bedrooms: 1,Bathrooms: 1,"One bed room apartment in a very sought after building apposite to Sheridan College and Square one Mall. Unit features great amenities, high ceiling and great view . Steps to celebration square and City Hall . 1 minute from Go station and steps from Cineplex cinemas .","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,680,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', '', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
1216,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-apartment-for-rent-in-mississauga-hurontario-x-eglinton/1692614298,Basement Apartment for rent in Mississauga Hurontario X Eglinton,"Mississauga, ON L4Z 4K5",2024-05-05T14:32:45.000Z,"$1,800",Basement,Bedrooms: 1,Bathrooms: 1,Basement for Rent (Hurontario x Eglinton) area Available from June 1st,"['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,900,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
1217,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/new-2-bedroom-basement-for-rent-near-go-mt-pleasant-for-1900/1692613771,New 2 Bedroom Basement for Rent Near Go Mt Pleasant for $1900,"Brampton, ON L7A",2024-05-05T14:26:08.000Z,"$1,900",Basement,Bedrooms: 2,Bathrooms: 1,"Intersection - Creditview and Sandalwood Road
Utilities - 30%
2 Parking Available",['Not Included'],2,1 Year,No,900,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
1218,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/613-sqft-unobstructed-view-great-balcony/1692606487,"613 SQFT, Unobstructed view & Great balcony","832 Bay Street, Toronto, ON",2024-05-05T12:37:30.000Z,"$2,380",Condo,Bedrooms: 1,Bathrooms: 1,"Gorgeous Unit At Burano Located 832 Bay Street. Open Balcony To Enjoy & Relax. Spacious & Bright. Best 1 Br Layout - 613 Sf Excluding 68sqft Balcony, High level, unobstructed view of Queen’s park. Absolute heart of downtown Toronto. Transit (Bay St, Bus, Queens Park Subway Station & College St), U of T, Toronto Metropolitan University, Shopping & Financial District & hospitals","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",0,1 Year,No,613,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', '', 'Elevator in Building']"
1219,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-basement-2-parking-eglinton-403-utilities-included/1692601364,"1 bedroom basement, 2 parking, eglinton&403 utilities included","Mississauga, ON L5R",2024-05-05T10:59:32.000Z,"$1,800",Basement,Bedrooms: 1,Bathrooms: 1,"Eglinton and Central Parkway
Full Moon Circle
Some furniture items can be used: dining table, computer table, microwave","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",2,1 Year,No,600,No,"['Laundry (In Unit)', 'Laundry (In Building)', '', 'Fridge / Freezer']",Yes,,[]
1220,https://www.kijiji.ca/v-apartments-condos/markham-york-region/2br-apartment-in-aurora-ready/1686116860,"2Br Apartment in Aurora, Ready","Metcalfe Dr, Bradford, ON L3Z 3J2",2024-05-05T10:28:40.000Z,"$1,780",Basement,Bedrooms: 2,Bathrooms: 1,"Available now: Newly renovated 2BR lookout basement apartment! This spacious unit features large windows, a separate entrance, 2 bedrooms, a separate kitchen and bathroom, plus a breakfast room. Enjoy free Wi-Fi and a parking spot on the driveway.
Located in a safe and quiet community, just a 2-minute walk to Yonge Street commercial center, supermarkets, clinics, banks, Shoppers, and Staples. Nearby top-rated schools (Aurora HS, Dr. G.W. Williams) and easy access to public transportation, Go train station, and amenities make this an ideal location.
We're seeking clean and responsible family tenants for a minimum 1-year lease who are non-smokers.
Tenants must provide a credit report (with score), an employment letter, proof of income, and a reference letter from a previous landlord , Tenant rental insurance etc.
For viewing, please provide the below requested information, and email to: lee1stcandy@gmail.com. We will arrange the viewing schedule for you.Thanks!
Before viewing, Please provide us your brief introduction , we kindly request the information as below:
1. How many individuals are planning to move in?
2. How many vehicles will be accompanying you?
3.Do you currently possess a valid work permit?
4. What is your anticipated move-in date?
5. Could you elaborate on the reasons behind your relocation?
6. What’s your credit score?
7. In which region/town/city are you presently employed?
8. Do you have pets?
9. Do you and your family smoke?
10. Do you like party or BBQ at home?",['Not Included'],1,1 Year,No,800,No,[],Yes,,[]
1221,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-21-balmuto-st/1692455833,Downtown 21 Balmuto St,"Balmuto Street, Toronto, ON",2024-05-05T09:39:33.000Z,"$1,800",Condo,Bedrooms: 2,Bathrooms: 2,,[],,,,,,[],,,[]
1222,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-unit-with-2-additional-rooms-up-to-4-total-bedrooms/1692598059,2-Bedroom Unit with 2 Additional Rooms (up to 4 total bedrooms),"Whaley Drive, Mississauga, ON",2024-05-05T09:28:32.000Z,"$2,450",House,Bedrooms: 2 + Den,Bathrooms: 1,"2-bedroom spacious & bright unit with large living room& office room that can be used as additional 3rd and 4th bedrooms. Ready for move in June 1st or late May.
Prime Cooksville location offers a perfect fusion of suburban tranquillity and urban accessibility - close to great schools, hospitals, transit, shopping and more.
**Unfurnished, furniture in photos from previous listing
Separate entrance. Access to backyard. Steps away from multiple parks.
Minutes to many amenities, even by transit, such as Square One Shopping Center and University of Toronto Mississauga. Walking distance to many grocery shops and restaurants.
7 min to Square One (25 min bus)
7 min to T&T Supermarket (25 min bus)
8 min to Golden Square Centre (25 min bus)
8 min to University of Toronto Mississauga (20 min bus)
4 min to Mississauga Hospital (14 min walk)
10 min to the lake (35 min bus)
Comes with 1 parking space, if no parking space is needed $50 discount will apply.
Utilities shared with upper floor.
Smoke free. Lease term flexible.
Ideal for students, young professionals and small families",['Not Included'],1,1 Year,Limited,850,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
1223,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/luxury-1-bedroom-etobicoke-for-rent/1689862170,Luxury 1 Bedroom Etobicoke for Rent,"Toronto, ON M9B 0B2",2024-05-05T08:53:20.000Z,"$2,200",Condo,Bedrooms: 1,Bathrooms: 1,"Luxurious One bedroom, one bathroom
Condo, Top Floor Unit With Million Dollar Views In High Demand Building. Bright Owner Cherished Unit With East View Open Concept Kitchen With S/S Appliances. Galore 9 Foot Ceilings And Rich Maintenance Floors. Plenty Of Room For Your Work From Home Set Up.","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Yes,600,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', '', 'Elevator in Building']"
1224,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bdrm-2-bath-new-condo-downtown-toronto-richmond-portland/1692594770,2 Bdrm / 2 Bath New Condo Downtown Toronto (Richmond/Portland),"Toronto, ON M5V 1C6",2024-05-05T07:44:49.000Z,"$3,000",Condo,Bedrooms: 2,Bathrooms: 2,"Welcome to this brand new never lived in Condo at Richmond and Portland in the heart of Toronto's Fashion District Downtown! Beautiful Layout and Gorgeous Finishings
Close to the Centre of Everything!
Amenities in Building are Almost Done!
$3000 with Parking!","['No: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Limited,665,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,[]
1225,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-for-rent-2600-kennedy-401/1692594135,Condo For Rent $2600 Kennedy/401,"195 Bonis Ave, Scarborough, ON M1T 3H1",2024-05-05T06:19:11.000Z,"$2,600",Condo,Bedrooms: 1 + Den,Bathrooms: 1,1 plus den condo for rent from june 1st. Call for more details-4168876923,"['No: Hydro', 'Yes: Heat', 'No: Water', 'No: Water']",1,1 Year,No,700,Yes,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
1226,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bloor-and-ossington-1-bedroom/1692593116,"Bloor and Ossington, 1 Bedroom","Toronto, ON M6H 2P9",2024-05-05T05:02:36.000Z,"$2,100",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
1227,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent:-beautiful-furnished-1-condo-in-the-junction/1692592208,FOR RENT: BEAUTIFUL FURNISHED 1+ CONDO IN THE JUNCTION!,"Toronto, ON M6H 0B6",2024-05-05T04:19:00.000Z,"$2,700",Condo,Bedrooms: 1 + Den,Bathrooms: 1,,[],,,,,,[],,,[]
1228,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/2-bed-1-bath-legal-basement-appartment/1692591673,2 Bed 1 Bath Legal Basement Appartment,"Mississauga, ON L5M 7A2",2024-05-05T03:59:33.000Z,"$1,800",Basement,Bedrooms: 1 + Den,Bathrooms: 1,Please read the complete description as most of your questions have answers here.,"['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,900,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
1229,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-2-bed-2-bath-condo-near-subway-and-new-building/1692591545,Beautiful 2 bed 2 bath condo near subway and new building,"North York, ON M3H",2024-05-05T03:54:23.000Z,"$2,700",Condo,Bedrooms: 2,Bathrooms: 2,"Beautiful New (one year old) Tretti Condos At Clanton Park! Prime Location Of Wilson Ave & Tippett Road, 2 mins walk To Wilson Subway Station, Restaurants, Grocery Stores, Costco, Home Depot, BestBuy, No Frills, and many more convenient places around, Yorkdale Mall, 2 mins to Hwy 400/401!","['No: Hydro', 'No: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Yes,700,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', '', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
1230,https://www.kijiji.ca/v-apartments-condos/markham-york-region/2-bedroom-basement-apartment-woodbridge/1692591146,2 Bedroom Basement Apartment - Woodbridge,"Woodbridge, ON L4H",2024-05-05T03:43:23.000Z,"$2,050",Basement,Bedrooms: 2,Bathrooms: 1,"Clean 2 bedroom basement apartment available for rent. One large bedroom that can easily fit a king size bed and more, the other is a moderate size. Located in Sonoma Heights near Islington and Rutherford - Woodbridge. Conveniently located near two major highways, shopping plazas, groceries, and walking distance to schools. Home is a few minute drive to Hwy 427 or Hwy 400. Separate entrance for your privacy and the space comes with 1 parking space. Utilities are split with the tenants above. Please let us know if you have any questions.",['Not Included'],1,1 Year,No,850,No,"['', 'Laundry (In Building)', '', '']",Yes,,[]
1231,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apartment-woodbridge/1692591081,2 Bedroom Basement Apartment - Woodbridge,"Woodbridge, ON L4H",2024-05-05T03:41:31.000Z,"$2,050",Basement,Bedrooms: 2,Bathrooms: 1,"Clean 2 bedroom basement apartment available for rent. One large bedroom that can easily fit a king size bed and more, the other is a moderate size. Located in Sonoma Heights near Islington and Rutherford - Woodbridge. Conveniently located near two major highways, shopping plazas, groceries, and walking distance to schools. Home is a few minute drive to Hwy 427 or Hwy 400. Separate entrance for your privacy and the space comes with 1 parking space. Utilities are split with the tenants above. Please let us know if you have any questions.",['Not Included'],1,1 Year,No,850,No,"['', 'Laundry (In Building)', '', '']",Yes,,[]
1232,https://www.kijiji.ca/v-apartments-condos/markham-york-region/two-bedroom-basement-for-rent/1692589001,Two Bedroom Basement For Rent,"Richmond Hill, ON L4C",2024-05-05T03:31:18.000Z,"$2,000",Basement,Bedrooms: 2,Bathrooms: 1,"Beautiful Detached 2 Bedroom Basement Floor Apartment In Heart Of Richmond Hill. Fully Renovated From Top To Bottom On 50X102 Ft Lot,,Bright And Spacious With Laminate Floors , Newly Renovated Kitchen, 4 Pc Bath, Ensuite Laundry & Private Entrance. Located On A Quiet Court, Close To Schools, Transit, Shopping, Hwy 404, Newly Painted . Tenant Pays 1/3 All Utilities And Is Responsible For Grass Cutting And Snow Shove.",['Not Included'],1,1 Year,No,900,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
1233,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-clean-spacious-1-bedroom-basement-apartment-ranee-ave/1692589592,"Bright, clean, spacious 1 bedroom basement apartment Ranee Ave","North York, ON M5M 1C2",2024-05-05T02:59:46.000Z,"$1,800",Apartment,Bedrooms: 1,Bathrooms: 1,"Spacious, bright, clean, one bedroom basement apartment for rent. Available May 1st. Oversized living area, bedroom, lots of storage. Ranee Avenue, close to TTC, places of worship, shopping.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,600,No,"['', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,,[]
1234,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-basement-apartment-in-a-trendy-parkdale-roncesvales/1692589486,Bright basement apartment in a trendy Parkdale/Roncesvales,"Amelia Street, Toronto, ON",2024-05-05T02:57:08.000Z,"$2,250",Basement,Bedrooms: 1 + Den,Bathrooms: 2,,[],,,,,,[],,,[]
1235,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-apartment-for-rent/1692589407,Basement apartment for rent,"102 Denison Ave, Brampton, ON L6X 1G1",2024-05-05T02:54:57.000Z,"$1,700",Basement,Bedrooms: 1,Bathrooms: 1,"Whole new renovated basement for rent, separate entrance, 1 parking with one big bedroom and a living room open concept with kitchen, surrounded with 4 big windows giving natural sunlight. One minute walk to bus stop and 5 min walk to Go-Station. Convenient area easy assess near by groceries and restaurants.
Contact Nathan 4162686804",['Not Included'],1,1 Year,No,700,Yes,[],Yes,,[]
1236,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-rental-suite-in-toronto/1692589000,1 Bedroom Rental Suite in Toronto,"Toronto, ON M4L 2H7",2024-05-05T02:44:56.000Z,"$1,900",Basement,Bedrooms: 1,Bathrooms: 1,"Spacious fully furnished basement suite with separate entrance in a Leslieville residential home! Equipped with a full kitchen, laundry, queen pillow-top bed, futon couch, smart large screen tv, work desk & chair, breakfast table etc.
- $1900 / month
- 30% of utilities
- Private parking spot available ($50)
Steps from popular multicultural restaurants, breweries, The Beaches and fun streets: Danforth & Queen. TTC steps away from unit.
*AVAILABLE June 1st. Move in ready for shorter or longer term lease!
Please fill out form if interested:
https://docs.google.com/forms/d/e/1FAIpQLSf_bAPCyc8D5F445zLXd7MbrIzxKO-r4lBXWwoyZuUKSqPVhg/viewform?usp=sf_link",['Not Included'],1,Month-to-month,Limited,650,Yes,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,,[]
1237,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/prime-1-br-chaplin-estates-basement-apt-on-avenue-rd/1692588567,PRIME 1-BR CHAPLIN ESTATES BASEMENT APT ON AVENUE RD,"942 Avenue Rd, Toronto, ON",2024-05-05T02:34:59.000Z,"$1,825",Basement,Bedrooms: 1,Bathrooms: 1,"PRIME 1-BR CHAPLIN ESTATES BASEMENT APT ON AVENUE RD, JUST SOUTH OF EGLINTON AVE WEST. Spacious one-bedroom basement apartment in well-kept building. Features laminate wood-floors and high-ceilings throughout, an over-sized bedroom, with walk-in closet, and a full-washroom. Includes fridge, stove, storage space and radiator heating; as well as available parking. Common laundry room with coin-washer and dryer in finished basement, directly accessible from apartment via hallway. Walking distance to new Avenue-Eglinton Metrolinx station and Yonge-Eglinton subway; as well as Eglinton Ave West shops, restaurants, schools and amenities. Apartment best suited to a single person or couple.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Yes,725,No,"['', 'Laundry (In Building)', '', 'Fridge / Freezer']",No,,[]
1238,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/one-private-bedroom-at-yonge-and-401/1692588103,One private bedroom at Yonge and 401,"North York, ON M2N 2J3",2024-05-05T02:24:51.000Z,"$1,250",House,Bedrooms: 1,Bathrooms: 2,"Totally renovated One bedroom with large window and double closet,
In a great neighbourhood, Share: Kitchen, Dining room, 1-4 Piece Bathroom, Washer, Dryer,
Close to the subway, Busses, All kind of Restaurants, Highway 401, Plus....",['Not Included'],0,Month-to-month,No,800,Yes,"['', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,,[]
1239,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/brand-new-2-bedroom-basement-for-rent-1900/1692587507,Brand New 2 Bedroom Basement for Rent | $1900,"Brampton, ON L7A",2024-05-05T02:12:33.000Z,"$1,900",Basement,Bedrooms: 2,Bathrooms: 1,"Intersection - Creditview and Sandalwood Road
Utilities - 30%
2 Parking Available",['Not Included'],2,1 Year,No,900,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
1240,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-with-private-kitchen-and-private-washroom/1692587026,2 bedroom with private kitchen and private washroom,"Cumber Ave, Scarborough, ON M1E",2024-05-05T02:03:09.000Z,"$1,875",Basement,Bedrooms: 2,Bathrooms: 1,"1-2 working professionals only.
Private washroom, private kitchen
Next to guildwood park.
Walkout basement with escape windows in both room, no living room.
Brand new appliances.
Basement newly renovated, never lived before.
25% utilities extra",['Not Included'],1,1 Year,No,600,No,[],Yes,,[]
1241,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-1-bath-condo-for-rent/1692586597,1 Bedroom + 1 Bath condo for rent,"Brampton, ON L6X 5J9",2024-05-05T01:55:26.000Z,"$2,250",Condo,Bedrooms: 1,Bathrooms: 1,"Address: 58 Sky Harbour Drive, Unit 115, Brampton ON L6Y 6J1
644 sq.ft.","['No: Hydro', 'No: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,644,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,,"['', '', 'Concierge', '', '', '', 'Elevator in Building']"
1242,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/near-victoria-park-subway-st-1-bedroom-main-floor-unit-1850-mo/1692586500,Near victoria park subway ST 1 bedroom main floor unit.$1850/mo,"East York, ON M4C 5E7",2024-05-05T01:53:34.000Z,"$1,850",House,Bedrooms: 1,Bathrooms: 1,"Monthly rent is $1850.Utilities are extra. AVAILABLE immediately.
-Steps Away From Dentiona Park & Victoria Park Station, lower's, Canadian tire, Shoppers across to the Danforth ave , fresh markets & local restaurants and more.",['Not Included'],0,1 Year,Yes,650,No,[],Yes,,[]
1243,https://www.kijiji.ca/v-apartments-condos/markham-york-region/brand-new-2-bed-2-bath-tridel-condo-for-lease-in-north-york/1692586065,Brand New 2 Bed 2 Bath Tridel Condo for Lease in North York!,"Markham, ON L3R",2024-05-05T01:45:55.000Z,"$2,800",Condo,Bedrooms: 2,Bathrooms: 2,"A brand new luxury mid-level 2-bedroom, 2-bathroom apartment is available for rent in North York, Toronto (Eglinton E & Leslie St). It features an open-concept kitchen with brand-new stainless steel appliances and in-suite washer and dryer. The rooms boast floor-to-ceiling windows, providing ample natural light. The bathrooms are elegantly designed and maintained to ensure your comfort. The apartment building is equipped with upscale amenities such as a gym, swimming pool, spa, party room, yoga studio, spin studio, and BBQ area, following high-end fashion standards. The nearby Eglinton Crosstown LRT provides convenient transportation, with easy access to highways in just minutes. Supermarkets and dining options are plentiful in the vicinity. Surrounded by four major parks, it offers a natural oasis.",['Not Included'],0,1 Year,No,770,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
1244,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/legal-2-bedroom-basement-for-rent-near-mount-pleasent-go-station/1692585539,Legal 2 Bedroom basement for rent near mount pleasent GO Station,"Brampton, ON L7A",2024-05-05T01:37:00.000Z,"$1,800",Basement,Bedrooms: 2,Bathrooms: 1,"Legal 2 Bedroom basement for rent near mount pleasent GO Station. Separate entry, 2 bedroom, one 3 piece washroom, Living dinning, kitchen, Separate Laundry. Walking distance to alm amenities
Rent 1800+30%utility
Preferred working couple or small family",['Not Included'],1,1 Year,No,650,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
1245,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/a-bedroom-basement-apartment-for-rent/1692585459,A Bedroom Basement Apartment For Rent,"Mississauga, ON L5J 3X7",2024-05-05T01:35:33.000Z,"$1,700",Basement,Bedrooms: 1,Bathrooms: 1,"A One Bedroom Basement Apartment is available from June 1st, 2024 in a very desirable area of Mississauga close to Oakville at Winston Churchill and Trustcott. perfect for Couples, or a small family","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,No,800,No,"['', 'Laundry (In Building)', '', '']",Yes,,[]
1246,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-1-bed-condo-for-rent-at-leslie-st-and-sheppard-ave/1692585056,1+1 Bed Condo for rent at Leslie St and Sheppard Ave.,"Singer Court, North York, ON M2K 0B3",2024-05-05T01:27:47.000Z,"$2,400",Apartment,Bedrooms: 1 + Den,Bathrooms: 1,"1 Bedroom Plus 1 Den with 9' Ceilings. 660 square feet. Just steps away from Ikea and Canadian Tire, Hospital, McDonald and other restaurants. Steps To Subway, Bus. Easy Access To 401/404 /DVP and Go Train. Beautiful Betty Sutherland Trail Park and Havenbrook Park nearby for a breath of fresh air!
Very nice building with excellent amenities, include shuttle service to subway/ Bayview Village Shopping Centre/Fairview mall, an Indoor Pool, Hot Tub, Gym, Party Room, Badminton / Basketball Court, Yoga Studio, Billiards room, Foosball room, Indoor and Outdoor kids play area, and BBQ area, Concierge/Security System.
Extras 
Fridge, Stove, Dishwasher, 2 In 1 Washer/Dryer, Kitchen Exhaust Fan, Microwave, Center Island, Existing Blinds & Light Fixture.
1 Parking, 1 Locker Included.","['No: Hydro', 'No: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Yes,660,No,"['Laundry (In Unit)', '', 'Dishwasher', 'Fridge / Freezer']",Yes,Balcony,"['Gym', 'Pool', 'Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']"
1247,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/spacious-basement-apt-2bdr-in-ajax/1692584370,Spacious Basement Apt. (2Bdr) in Ajax,"238 Delaney Drive, Ajax, ON",2024-05-05T01:14:39.000Z,"$1,900",Basement,Bedrooms: 2,Bathrooms: 1,"Spacious 2bdr basement apartment for rent in quiet Ajax neighbourhood. This unit is close to parks, schools and shopping, also pet friendly and features a large outdoor space. All utilities (except cable & internet) are included.","['Yes: Hydro', 'Yes: Heat', 'Yes: Water', 'Yes: Water']",1,1 Year,Yes,750,No,"['Laundry (In Unit)', '', '', 'Fridge / Freezer']",Yes,,[]
1248,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/in-whitby-ontario-1-bedroom-full-basement-for-rent-from-june/1692581748,"In Whitby, Ontario 1 bedroom full basement for rent from June","Whitby, ON L1M 2K2",2024-05-05T00:28:47.000Z,"$1,400",Basement,Bedrooms: 1,Bathrooms: 1,"A beautiful one bedroom basement, close to all amenities and very convenient to public transportation. Couple is welcome! 40% utilities share with Main floor tenant(enbridge gas, water and hydro), Rent is $1500 for couple, if one person 30%. Rent is $1400.00 Laundry separate room in the basement.",['Not Included'],1,1 Year,Yes,800,No,"['Laundry (In Unit)', 'Laundry (In Building)', '', 'Fridge / Freezer']",Yes,,[]
1249,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bloor-and-ossington-1-bed-room-rental/1692581340,bloor and ossington 1 Bed room rental,"Toronto, ON M6H 2P9",2024-05-05T00:21:39.000Z,"$2,050",Apartment,Bedrooms: 1,Bathrooms: 1,,[],,,,,,[],,,[]
